original_url,source_website,resolution,search_query,local_path,short_caption
https://staticgthn.kinhtedothi.vn/zoom/868/uploaded/vantronggthn/2019_07_10/1e9a5925_xhdy.jpg,Giao thông Hà Nội,868x579,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_eba764d5.jpg,
https://vcdn1-vnexpress.vnecdn.net/2017/12/28/xe-8-9654-1514448206.jpg?w=460&h=0&q=100&dpr=2&fit=crop&s=K5YwTh02TBA1avVxOOr3ZQ,VnExpress,499x277,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_bd6542cf.jpg,
https://hatinh.gov.vn/uploads/topics/17369027206763.jpg,UBND tỉnh Hà Tĩnh,820x461,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_0c1bc742.jpg,
https://bizweb.dktcdn.net/100/352/036/files/bien-224.jpg?v=1575688521724,Châu Hưng 247,500x500,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_10b8cd50.jpg,
https://kyhieuantoan.com/wp-content/uploads/2019/06/bien-305-binh-duong-danh-cho-nguoi-dibo-bien-chi-dan-bien-hieu-lenh-bien-bao-giao-thong-phan-quang-gia-re-14.jpg,BIỂN BÁO AN TOÀN,300x251,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_ce938736.jpg,
http://batgt.camau.gov.vn/gallery/22-8-(4)-2.png,Ban An Toàn Giao Thông Tỉnh Cà Mau,800x400,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_68a1bce9.png,
https://cdn.tuoitre.vn/zoom/700_525/471584752817336320/2025/1/13/qua-duong-giaolo-nkkn-lychinhthang-q34-read-only-17363856544572053384223-174-0-1176-1913-crop-17367597687001839232488.jpg,Báo Tuổi Trẻ,700x525,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_bcdbfb46.jpg,
https://admin.vov.gov.vn/UploadFolder/KhoTin/Images/UploadFolder/VOVVN/Images/sites/default/files/styles/large_watermark/public/2023-03/vach_ke_duong_4.jpg,vov.gov.vn,1200x800,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_5ee208f1.jpg,
https://cdn.thuvienphapluat.vn/phap-luat/2022-2/TV/231104/nguoi-di-bo-qua-duong.jpg,Thư Viện Pháp Luật,600x400,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_4dffea45.jpg,
https://file3.qdnd.vn/data/images/0/2023/03/09/nguyenthao/led.jpg,Báo Quân đội nhân dân,960x640,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_2e2f5228.jpg,
https://media-cdn-v2.laodong.vn/Storage/NewsPortal/2023/3/16/1158229/Vach-Ke-Duong-11-3.jpg,Báo Lao động,1960x1196,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_54ebb609.jpg,
https://file.hstatic.net/1000310443/file/240065878_151973793753784_2479436541326118191_n_-_copy_7aee3b84ee884bd38e7e0733a362fc6a_grande.jpg,"LOD.,CORP",600x377,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_89015736.jpg,
https://www.thietbigiaothong24h.com/Portals/27907/Bien%20chi%20dan/423_jpg.jpg,"BHLĐ Châu Hưng chuyên thiết bị giao thông,bồn rửa mắt khẩn cấp giá rẻ",500x666,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_925193cd.jpg,
https://cdn-i.vtcnews.vn/resize/th/upload/2024/03/24/duong-chi-danh-cho-nguoi-di-bo-21161406.jpeg,VTC News,720x261,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_b81c069d.jpeg,
https://baogiaothong.mediacdn.vn/files/baogiay1/2016/02/18/20160201163955-8-0557.jpg,Báo Giao Thông,690x461,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_edb0ae30.jpg,
https://thietbigiaothongthanhtri.com/upload/images/bien-bao-danh-cho-nguoi-di-bo-thanh-tri-company-4.jpg,Thiết Bị Giao Thông Thành Tri,800x600,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_46ec54aa.jpg,
https://baothainguyen.vn/file/oldimage/baothainguyen/UserFiles/image/anhgiaothongduongbo.jpg,Báo Thái Nguyên,665x419,lối sang đường dành cho người đi bộ,./images\lối_sang_đường_dành_cho_người_đi_bộ_0c6733db.jpg,
